FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
616446.txt,https://www.ashevilleconnections.com,35,www.ashevilleconnections.com,28,0,com,100.0,1.0,0.5229071,0.066447576,3,1,0,0,0.0,22,0.629,0,0.0,0,0,0,1,0.029,1,523,1623,1,ashevillennections,0.0,0.0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,23,7,9,47,0,15,1
8099546.txt,https://jarek.agnieszkaklaudia.pl/a1legro/,42,jarek.agnieszkaklaudia.pl,25,0,pl,28.00734619,0.772727273,0.0069695,0.051898949,2,1,0,0,0.0,29,0.69,1,0.024,0,0,0,4,0.095,1,95,394,1,jarekagnieszkaklaudiaa1legro,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0
537297.txt,https://www.newzealandmerinoandfabrics.com,41,www.newzealandmerinoandfabrics.com,34,0,com,100.0,1.0,0.5229071,0.060715577,3,1,0,0,0.0,28,0.683,0,0.0,0,0,0,1,0.024,1,2136,2691,1,newzealandmerinoandfabrics,100.0,100.0,0,0,1,0,0,1,0,19,0,1,1,1,0,1,1,0,1,118,2,15,58,0,10,1
8083281.txt,https://21563142.5324765.repl.co,32,21563142.5324765.repl.co,24,0,co,33.52777778,0.619047619,0.0059772,0.019725563,2,2,0,0,0.0,6,0.188,15,0.469,0,0,0,3,0.094,1,314,871,1,215631425324765repl,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
645425.txt,https://www.buscamiviaje.com,27,www.buscamiviaje.com,20,0,com,100.0,1.0,0.5229071,0.058269593,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,2351,19106,1,buscamiviaje,100.0,100.0,0,1,1,0,0,1,0,2,0,1,1,1,1,0,1,0,1,89,25,24,291,24,329,1
400382.txt,https://www.bistum-chur.ch,25,www.bistum-chur.ch,18,0,ch,100.0,0.636363636,0.0049832,0.05034428,2,1,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,634,9381,1,bistum-hur,0.0,0.0,1,1,1,0,0,1,0,4,0,0,1,0,0,0,0,0,1,5,12,18,193,0,196,1
mw26713.txt,http://www.ukrainecenter.yolasite.com,36,www.ukrainecenter.yolasite.com,30,0,com,54.78851633,0.636363636,0.5229071,0.065545652,3,2,0,0,0.0,23,0.639,0,0.0,0,0,0,2,0.056,0,9,45,1,ukrainecenteryolasite,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565434.txt,https://www.journeysdda.com,26,www.journeysdda.com,19,0,com,100.0,1.0,0.5229071,0.056566042,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1439,26872,1,journeysdda,100.0,100.0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,12,32,45,110,19,123,1
179790.txt,https://www.nordforsk.org,24,www.nordforsk.org,17,0,org,100.0,1.0,0.0799628,0.060684708,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,643,4805,1,ndfsk,0.0,0.0,1,1,1,0,0,1,0,2,0,1,1,1,0,0,1,0,1,12,3,4,88,0,19,1
mw8051.txt,http://www.kasparsky.net,23,www.kasparsky.net,17,0,net,78.44463229,1.0,0.0384199,0.050361616,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,10,31,1,kasparsky,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253627.txt,https://www.mobile-gigs.com,26,www.mobile-gigs.com,19,0,com,100.0,0.636363636,0.5229071,0.061100437,3,1,0,0,0.0,12,0.462,0,0.0,0,0,0,2,0.077,1,705,4141,1,mobile-gigs,100.0,100.0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,15,12,21,28,0,30,1
7969961.txt,https://www.ekli-nat.ekinrt.dduuwm.top/load.php,46,www.ekli-nat.ekinrt.dduuwm.top,30,0,top,26.35827664,0.318181818,0.0002752,0.051218064,3,3,0,0,0.0,28,0.609,0,0.0,0,0,0,6,0.13,1,9,55,1,ekli-natekinrtdduuwmloadph,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841269.txt,https://www.finestclubs.com,26,www.finestclubs.com,19,0,com,100.0,1.0,0.5229071,0.056693232,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1494,368,1,finestclubs,100.0,100.0,1,0,1,1,0,1,0,2,0,1,1,1,0,0,0,0,1,53,2,3,172,29,10,1
96480.txt,https://www.teriin.org,21,www.teriin.org,14,0,org,100.0,1.0,0.0799628,0.069414173,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1142,1149,1,teriin,100.0,100.0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,27,23,15,128,0,50,1
833383.txt,https://www.samoyedhealthfoundation.org,38,www.samoyedhealthfoundation.org,31,0,org,100.0,1.0,0.0799628,0.060487481,3,1,0,0,0.0,25,0.658,0,0.0,0,0,0,1,0.026,1,692,375,1,samoyedhealthfoundation,100.0,100.0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,13,7,11,42,4,2,1
90645.txt,https://www.crue.org,19,www.crue.org,12,0,org,100.0,1.0,0.0799628,0.070137005,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,1253,9381,1,crue,100.0,100.0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,33,23,25,100,4,107,1
8060138.txt,https://att-mail-101122.square.site/,36,att-mail-101122.square.site,27,0,site,58.2010582,0.590909091,0.0017656,0.045186873,4,1,0,0,0.0,17,0.472,6,0.167,0,0,0,5,0.139,1,13,117,1,att-mail-101122square,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8032003.txt,http://att-100361-109870.weeblysite.com/,39,att-100361-109870.weeblysite.com,32,0,com,36.63589015,0.607142857,0.5229071,0.034944708,3,1,0,0,0.0,16,0.41,12,0.308,0,0,0,4,0.103,0,13,119,1,att-100361-109870weeblysite,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7969447.txt,https://elnogaldevicente.cl/wp-includes/js/tinymce/langs/htacces/new/os/,71,elnogaldevicente.cl,19,0,cl,17.89493575,1.0,0.0012193,0.057530253,2,0,0,0,0.0,54,0.761,0,0.0,0,0,0,9,0.127,1,9,103,1,elnogaldevicentewp-inudesjstinymcelangshtaccesnewos,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
845429.txt,https://www.jjpan.com,20,www.jjpan.com,13,0,com,100.0,1.0,0.5229071,0.050089049,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,1989,5021,1,jjpan,100.0,100.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,38,197,39,232,7,238,1
mw31j0219.txt,http://www.tomarchiobibite.it,28,www.tomarchiobibite.it,22,0,it,94.99675114,1.0,0.012178,0.062820817,2,1,0,0,0.0,16,0.571,0,0.0,0,0,0,1,0.036,0,2,39,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56683.txt,https://www.mnsu.edu,19,www.mnsu.edu,12,0,edu,100.0,1.0,0.0115013,0.054410996,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,991,1079,1,mnsu,100.0,100.0,1,0,1,0,0,1,0,2,0,1,1,0,0,0,0,0,0,37,3,17,130,5,52,1
483689.txt,https://www.algerie-eco.com,26,www.algerie-eco.com,19,0,com,100.0,0.727272727,0.5229071,0.074756036,3,1,0,0,0.0,12,0.462,0,0.0,0,0,0,2,0.077,1,8904,9958,1,algerie-e,81.81818182,81.81818182,0,1,1,0,0,0,0,2,1,1,1,0,1,0,0,0,1,62,8,15,194,10,196,1
547586.txt,https://www.d230.org,19,www.d230.org,12,0,org,100.0,1.0,0.0799628,0.033248439,3,1,0,0,0.0,3,0.158,3,0.158,0,0,0,1,0.053,1,8020,5885,1,d230,100.0,100.0,0,0,1,1,1,0,2,26,0,1,1,1,0,1,1,0,1,26,37,34,99,7,33,1
795536.txt,https://www.russia-travel.ws,27,www.russia-travel.ws,20,0,ws,100.0,0.538461538,0.0003477,0.054069066,2,1,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,1124,9381,1,russia-travel,100.0,100.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,21,11,11,142,0,146,1
117791.txt,https://www.arkoselabs.com,25,www.arkoselabs.com,18,0,com,100.0,1.0,0.5229071,0.065430635,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,3084,15577,1,arkoselabs,100.0,100.0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,30,34,51,198,4,136,1
259800.txt,https://www.wi.uni-muenster.de,29,www.wi.uni-muenster.de,22,0,de,100.0,0.6,0.0326503,0.054288482,2,2,0,0,0.0,14,0.483,0,0.0,0,0,0,3,0.103,1,597,9052,1,wiuni-muenster,0.0,0.0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,9,33,15,48,5,44,1
8054336.txt,https://ipfs.io/ipfs/qmbqomazzzmqrh8zbyrjzsqz1kczpx1wxcjtu3hzpaackt,67,ipfs.io,7,0,io,13.89255961,1.0,0.0129268,0.032594633,2,0,0,0,0.0,52,0.776,4,0.06,0,0,0,3,0.045,1,10,391977,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8120903.txt,https://att-107329ilterserieservil.square.site/,47,att-107329ilterserieservil.square.site,38,0,site,41.60096598,0.696969697,0.0017656,0.050944641,4,1,0,0,0.0,29,0.617,6,0.128,0,0,0,4,0.085,1,68,80,1,att-107329ilterserieservilsquare,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8099815.txt,https://www.dlrect-smtb.jp.ap1.ib.plantformers.com/,51,www.dlrect-smtb.jp.ap1.ib.plantformers.com,42,0,com,31.13857518,0.411764706,0.5229071,0.053760757,3,5,0,0,0.0,31,0.608,1,0.02,0,0,0,7,0.137,1,2,59,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136858.txt,https://www.voxxi.com,20,www.voxxi.com,13,0,com,100.0,1.0,0.5229071,0.051305611,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,850,253,1,voxxi,100.0,100.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,22,7,7,0,0,2,1
586948.txt,https://www.unjenesaisquoi-deco.fr,33,www.unjenesaisquoi-deco.fr,26,0,fr,100.0,0.789473684,0.0141483,0.057709964,2,1,0,0,0.0,19,0.576,0,0.0,0,0,0,2,0.061,1,1408,10038,1,unjenesaisquoi-deco,100.0,100.0,0,0,1,0,0,1,0,2,0,1,1,0,0,0,1,0,1,40,13,19,91,1,104,1
8059636.txt,https://juno-mail-109738.square.site/,37,juno-mail-109738.square.site,28,0,site,56.08726249,0.565217391,0.0017656,0.043320199,4,1,0,0,0.0,18,0.486,6,0.162,0,0,0,5,0.135,1,271,20190,1,juno-mail-109738square,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,19,3,9,2,0,3,0
39774.txt,https://www.westernsydney.edu.au,31,www.westernsydney.edu.au,24,0,au,100.0,0.823529412,0.0100856,0.053730015,2,2,0,0,0.0,17,0.548,0,0.0,0,0,0,2,0.065,1,1081,3089,1,westernsydneyedu,0.0,0.0,1,1,1,0,0,1,0,2,0,1,1,1,0,0,1,0,1,26,6,56,78,11,91,1
557225.txt,https://www.andy-ngo.com,23,www.andy-ngo.com,16,0,com,100.0,0.625,0.5229071,0.060692008,3,1,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,1,4719,9493,1,andy-ngo,100.0,100.0,1,1,1,0,0,1,0,14,0,1,1,0,0,0,1,0,1,32,9,28,35,0,69,1
820005.txt,https://www.crystalfanaticsclub.com,34,www.crystalfanaticsclub.com,27,0,com,100.0,1.0,0.5229071,0.057680085,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,433,523,1,crystalfanaticsclub,100.0,100.0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,4,2,4,27,0,9,1
743917.txt,https://www.entretantos.org,26,www.entretantos.org,19,0,org,100.0,1.0,0.0799628,0.071193207,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,914,9381,1,entretantos,100.0,100.0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,32,17,18,110,0,119,1
mw55295.txt,http://www.malcolmr.ga,21,www.malcolmr.ga,15,0,ga,83.47107438,1.0,0.0002256,0.061808507,2,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0,20,209,1,malcolmr,100.0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166719.txt,https://www.carlos-balsalobre.com,32,www.carlos-balsalobre.com,25,0,com,100.0,0.647058824,0.5229071,0.066476362,3,1,0,0,0.0,18,0.562,0,0.0,0,0,0,2,0.062,1,1188,1168,1,carlos-balsalobre,100.0,100.0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,36,4,21,3,7,54,1
582722.txt,https://www.atrie.lv,19,www.atrie.lv,12,0,lv,100.0,1.0,0.0004411,0.065728869,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,502,479,1,atrie,100.0,100.0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,12,1,11,19,1,24,1
886823.txt,https://www.namfi.gr,19,www.namfi.gr,12,0,gr,100.0,1.0,0.0016589,0.05118241,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,1891,20517,1,namfi,100.0,100.0,1,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,50,26,26,54,3,67,1
104977.txt,https://www.gsd.inesc-id.pt,26,www.gsd.inesc-id.pt,19,0,pt,100.0,0.5,0.0015361,0.051930285,2,2,0,0,0.0,11,0.423,0,0.0,0,0,0,3,0.115,1,220,1746,1,gsdinesc-id,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,12,21,32,0,49,1
mw1jan1275.txt,http://www.outlook-web-fb782.web.app,35,www.outlook-web-fb782.web.app,29,0,app,42.91692308,0.523809524,0.001502,0.042349686,3,2,0,0,0.0,17,0.486,3,0.086,0,0,0,4,0.114,0,2,47,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw21909.txt,http://www.apps-notification.com,31,www.apps-notification.com,25,0,com,74.87116059,0.764705882,0.5229071,0.063956755,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,2,0.065,0,9,42,1,apps-notification,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504050.txt,https://www.bouwwereld.nl,24,www.bouwwereld.nl,17,0,nl,100.0,1.0,0.0082003,0.050054566,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,2022,9541,1,bouwwereld,100.0,100.0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,36,2,39,125,0,142,1
222172.txt,https://www.mudra.website,24,www.mudra.website,17,0,website,100.0,1.0,0.0001704,0.051320953,7,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,866,307,1,mudra,100.0,100.0,0,0,0,0,0,0,3,0,0,1,1,1,0,1,1,0,1,4,8,21,18,26,11,1
137376.txt,https://www.history.ca,21,www.history.ca,14,0,ca,100.0,1.0,0.0101825,0.056083042,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,673,8047,1,history,100.0,100.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,11,8,21,35,0,51,1
8004228.txt,https://sparkasse.safetycheck22.com.de,37,sparkasse.safetycheck22.com.de,30,0,de,50.6953405,0.518518519,0.0326503,0.053033502,2,2,0,0,0.0,24,0.649,2,0.054,0,0,0,3,0.081,1,226,204,1,sparkassesafetycheck22com,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,1,0
15812.txt,https://www.turnkeylinux.org,27,www.turnkeylinux.org,20,0,org,100.0,1.0,0.0799628,0.049245517,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,813,8969,1,turnkeylinux,100.0,100.0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,40,6,13,166,0,57,1
mw67907.txt,http://www.play.google.store.apps.details.settings.pw,52,www.play.google.store.apps.details.settings.pw,46,0,pw,30.25410045,0.230769231,0.0001665,0.05746749,2,6,0,0,0.0,35,0.673,0,0.0,0,0,0,6,0.115,0,2,61,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw131066.txt,http://www.divarir-ir.gq,23,www.divarir-ir.gq,17,0,gq,56.04395604,0.8,5.3e-05,0.052697622,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,2,0.087,0,20,211,1,divarir-ir,100.0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558751.txt,https://www.heroscarpetcleaning.co.uk,36,www.heroscarpetcleaning.co.uk,29,0,uk,100.0,0.909090909,0.028555,0.0645454,2,2,0,0,0.0,22,0.611,0,0.0,0,0,0,2,0.056,1,1029,8665,1,heroscarpetcleaningco,0.0,0.0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,14,22,23,65,4,70,1
8112487.txt,http://www.ifos-egy.com/themes/stark/bt/bit,43,www.ifos-egy.com,16,0,com,31.83001894,0.625,0.5229071,0.056496302,3,1,0,0,0.0,26,0.605,0,0.0,0,0,0,6,0.14,0,9,94,1,ifos-egythemesstarkbtbit,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8008521.txt,https://jhjk-8493d.firebaseapp.com/,34,jhjk-8493d.firebaseapp.com,26,0,com,61.80678033,0.727272727,0.5229071,0.04054124,3,1,0,0,0.0,19,0.559,4,0.118,0,0,0,3,0.088,1,108,8125,1,jhjk-8493dfirebaseapp,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
520188.txt,https://www.ajinorthamerica.com,30,www.ajinorthamerica.com,23,0,com,100.0,1.0,0.5229071,0.067008339,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,621,328,1,ajinorthamerica,100.0,100.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,20,4,3,12,0,7,1
502017.txt,https://www.fisherandfrey.com,28,www.fisherandfrey.com,21,0,com,100.0,1.0,0.5229071,0.055569701,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,389,771,1,fisherandfrey,100.0,100.0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,14,3,11,40,0,6,1
790440.txt,https://www.congress-1in5.eu,27,www.congress-1in5.eu,20,0,eu,100.0,0.769230769,0.0056158,0.056717047,2,1,0,0,0.0,11,0.407,2,0.074,0,0,0,2,0.074,1,244,537,1,congrss-1in5,0.0,0.0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,14,3,10,3,0,19,1
587112.txt,https://www.uniformsinstock.com,30,www.uniformsinstock.com,23,0,com,100.0,1.0,0.5229071,0.061600658,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,5996,32044,1,uniformsinstock,100.0,100.0,1,0,1,1,0,1,0,19,0,1,1,1,1,1,1,0,1,10,9,43,141,1,18,1
24843.txt,https://www.usw.org,18,www.usw.org,11,0,org,100.0,1.0,0.0799628,0.052570013,3,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,1080,307,1,usw,100.0,100.0,0,1,0,0,0,1,0,2,0,1,1,1,0,0,0,0,1,24,15,15,155,0,12,1
99314.txt,https://www.thestandard.co.zw,28,www.thestandard.co.zw,21,0,zw,100.0,0.857142857,4.64e-05,0.057302965,2,2,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,1,3805,603,1,thestandardco,0.0,0.0,0,1,0,0,0,1,0,2,0,1,1,0,0,1,1,1,1,88,5,15,383,1,356,1
737271.txt,https://www.watertonparkhotel.co.uk,34,www.watertonparkhotel.co.uk,27,0,uk,100.0,0.9,0.028555,0.060972401,2,2,0,0,0.0,20,0.588,0,0.0,0,0,0,2,0.059,1,660,567,1,watertonparkhotelco,0.0,0.0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,28,5,11,97,0,10,1
492088.txt,https://www.corkqc.com,21,www.corkqc.com,14,0,com,100.0,1.0,0.5229071,0.062853726,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1692,2672,1,rkqc,66.66666667,66.66666667,1,0,1,0,0,1,0,19,1,0,1,0,1,1,1,0,1,29,2,19,95,0,6,1
8031271.txt,https://bafybeiaadipa3iml5refhjtti6qfwuxgtfziehsqasey4p7udd3cphbgzq.ipfs.dweb.link/?filename=3hrghrh8g.html,106,bafybeiaadipa3iml5refhjtti6qfwuxgtfziehsqasey4p7udd3cphbgzq.ipfs.dweb.link,74,0,link,8.210590756,0.289855072,0.0003306,0.038866894,4,2,0,0,0.0,83,0.783,8,0.075,1,1,0,5,0.066,1,273,32087,1,bafybeiaadipa3iml5refhjtti6qfwuxgtfziehsqasey4p7udd3cphbgzqipfsdweb?filename=3hrghrh8ghtm,0.0,0.0,0,1,0,1,0,0,0,4,0,0,1,1,1,0,0,0,0,2,3,7,1,0,3,0
824717.txt,https://www.womensafe.net,24,www.womensafe.net,17,0,net,100.0,1.0,0.0384199,0.064604778,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1407,15093,1,womensafe,100.0,100.0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,12,2,13,101,0,14,1
7953312.txt,https://sites.google.com/view/repairnextsteps,44,sites.google.com,16,0,com,44.53500442,0.583333333,0.5229071,0.060589966,3,1,0,0,0.0,32,0.727,0,0.0,0,0,0,4,0.091,1,24,29825,1,sitesgoogleviewrepairnextstep,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,2,0,2,0
oph01623.txt,https://verify-facebook.qcom.biz.id/,35,verify-facebook.qcom.biz.id,27,0,id,44.87556339,0.375,0.0014653,0.051269973,2,2,0,0,0.0,23,0.657,0,0.0,0,0,0,4,0.114,1,57,128,1,verify-facebookqcombiz,0.0,0.0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0
78382.txt,https://www.freelancermap.com,28,www.freelancermap.com,21,0,com,100.0,1.0,0.5229071,0.067052845,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1080,8966,1,freelancermap,100.0,100.0,1,1,1,0,0,1,0,2,0,1,1,0,1,0,1,0,1,35,3,15,74,2,9,1
8079793.txt,https://18jk1.trk.elasticemail.com/tracking/click?d=zib8jztwxpmko0wj1rroctfbjx-c1plafwrjbjrknn7arkosacayrg37wbid8tfhsyagytcvltwtsgmtcy5dhzvvo0yzurdu95tsua1vowvfdy23wied6pcdwdwmuf0xva2,183,18jk1.trk.elasticemail.com,26,0,com,6.345602968,0.681818182,0.5229071,0.037726615,3,2,0,0,0.0,146,0.798,21,0.115,1,1,0,6,0.044,1,5,191,1,18jk1trkelasticemailtrackingclick?d=zib8jztwxpmko0wj1rroctfbjx-c1plafwrjbjrknn7arkosacayrg37wbid8tfhsyagytcvltwtsgmtcy5dhzvvo0yzurdu95tsua1vowvfdy23wied6pcdwdwmuf0xva2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
253250.txt,https://www.iseety.com,21,www.iseety.com,14,0,com,100.0,1.0,0.5229071,0.067726627,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,787,369,1,iseety,100.0,100.0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,45,2,9,3,6,16,1
424982.txt,https://www.madkittymedia.com,28,www.madkittymedia.com,21,0,com,100.0,1.0,0.5229071,0.058516077,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,544,8047,1,madkittymedia,100.0,100.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,14,19,25,42,0,64,1
865539.txt,https://www.sanctions.io,23,www.sanctions.io,16,0,io,100.0,1.0,0.0129268,0.066471576,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,694,10827,1,sanctons,0.0,0.0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,1,1,1,7,3,13,9,0,14,1
164414.txt,https://www.freespinandcoins.com,31,www.freespinandcoins.com,24,0,com,100.0,1.0,0.5229071,0.064082981,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,381,672,1,freespinandins,0.0,0.0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2,2,10,67,0,103,1
831229.txt,https://www.canadianislamiccongress.com,38,www.canadianislamiccongress.com,31,0,com,100.0,1.0,0.5229071,0.066647345,3,1,0,0,0.0,25,0.658,0,0.0,0,0,0,1,0.026,1,416,1820,1,canadianislamicngress,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,6,62,0,65,1
809666.txt,https://www.turbaliit.ee,23,www.turbaliit.ee,16,0,ee,100.0,1.0,0.0005336,0.056737155,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,238,1902,1,turbaliit,100.0,100.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,11,29,0,27,1
594930.txt,https://www.jimkelly.net,23,www.jimkelly.net,16,0,net,100.0,1.0,0.0384199,0.048263555,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,818,12775,1,jimkelly,100.0,100.0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,3,2,12,28,4,10,1
